Qu1,Qu2,Similarity
Should the expansion of the mobile network according to the 5G standard continue?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,tensor(0.1536)
Should cannabis use be legalized?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",tensor(0.1536)
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,Should campaign finance for political parties and referendums be openly declared?,tensor(0.1536)
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should sans-papiers be able to obtain a regularized residence status more easily?,tensor(0.1535)
Should the expansion of the mobile network according to the 5G standard continue?,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,tensor(0.1533)
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",tensor(0.1529)
Should the federal government provide more support for the construction of non-profit housing? ,Should the protection against dismissal for older employees be extended?,tensor(0.1528)
"Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?",Should campaign finance for political parties and referendums be openly declared?,tensor(0.1527)
Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,Are you in favour of lowering the voting age to 16?,tensor(0.1527)
Are you in favour of a complete liberalisation of business hours for shops?,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,tensor(0.1526)
Should the federal government provide more support for the integration of foreigners?,Should married couples be taxed separately (individual taxation)?,tensor(0.1524)
Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,tensor(0.1523)
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",tensor(0.1522)
Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",tensor(0.1521)
Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,"Should the federal government spend more or less in the area of ""Public security""?",tensor(0.1520)
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,tensor(0.1519)
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,Should the protection against dismissal for older employees be extended?,tensor(0.1516)
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,tensor(0.1514)
Do you support an increase in the retirement age (e.g. to 67)?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,tensor(0.1511)
Should the protection against dismissal for older employees be extended?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",tensor(0.1509)
Should the federal government provide more support for the integration of foreigners?,Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,tensor(0.1508)
Should cannabis use be legalized?,Are you in favour of stricter monitoring of pay equity for women and men? ,tensor(0.1508)
Would you be in favour of a doctor being allowed to administer direct active euthanasia in Switzerland?,Are you in favour of lowering the voting age to 16?,tensor(0.1507)
Do you support an increase in the retirement age (e.g. to 67)?,Should same-sex couples have the same rights as heterosexual couples in all areas?,tensor(0.1506)
Should the protection against dismissal for older employees be extended?,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,tensor(0.1506)
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,tensor(0.1506)
Should high traffic motorways be expanded to six lanes?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,tensor(0.1505)
Do you support cantonal efforts to reduce social welfare benefits?,Should same-sex couples have the same rights as heterosexual couples in all areas?,tensor(0.1503)
Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,Should high traffic motorways be expanded to six lanes?,tensor(0.1503)
Do you support an increase in the retirement age (e.g. to 67)?,Should the expansion of the mobile network according to the 5G standard continue?,tensor(0.1502)
Are you in favour of stricter monitoring of pay equity for women and men? ,Should Switzerland strive for a free trade agreement with the USA?,tensor(0.1501)
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,tensor(0.1500)
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,tensor(0.1500)
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,"Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",tensor(0.1496)
Should the federal government provide more financial support for the creation of childcare facilities outside the family?,Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,tensor(0.1495)
"In your opinion, is lowering taxes at the federal level a priority for the next four years?",An initiative calls for liability rules for Swiss companies with regard to compliance with human rights and environmental standards abroad to be tightened. Do you support this proposal?,tensor(0.1495)
Are you in favour of lowering the voting age to 16?,An initiative calls for liability rules for Swiss companies with regard to compliance with human rights and environmental standards abroad to be tightened. Do you support this proposal?,tensor(0.1494)
Should cannabis use be legalized?,Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,tensor(0.1493)
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Should high traffic motorways be expanded to six lanes?,tensor(0.1493)
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",tensor(0.1492)
Should the expansion of the mobile network according to the 5G standard continue?,"Should the federal government spend more or less in the area of ""Education and research""?",tensor(0.1491)
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Should the federal government provide more financial support for the creation of childcare facilities outside the family?,tensor(0.1491)
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",tensor(0.1491)
Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,"Should the federal government spend more or less in the area of ""Social services""?",tensor(0.1490)
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,tensor(0.1490)
Should the federal government provide more support for the integration of foreigners?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,tensor(0.1490)
Should the federal government expand its financial support for continued education and retraining?,Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,tensor(0.1489)
Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",tensor(0.1488)
Should the federal government provide more support for the construction of non-profit housing? ,Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,tensor(0.1487)
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,"Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?",tensor(0.1486)
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,tensor(0.1486)
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","Should the federal government spend more or less in the area of ""Public transport""?",tensor(0.1482)
Should the federal government provide more financial support for the creation of childcare facilities outside the family?,Should Switzerland start membership negotiations with the EU?,tensor(0.1479)
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,tensor(0.1478)
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""",An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,tensor(0.1478)
Should married couples be taxed separately (individual taxation)?,Should the expansion of the mobile network according to the 5G standard continue?,tensor(0.1477)
An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,Should sans-papiers be able to obtain a regularized residence status more easily?,tensor(0.1477)
Should married couples be taxed separately (individual taxation)?,Should the export of war materials from Switzerland be banned? ,tensor(0.1477)
"Are you in favour of introducing ""Road Pricing"" for motorised individual transport on busy roads?",Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,tensor(0.1475)
Should the rules for reproductive medicine be further relaxed?,Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,tensor(0.1475)
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,tensor(0.1475)
Should sans-papiers be able to obtain a regularized residence status more easily?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",tensor(0.1474)
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?","Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",tensor(0.1473)
Are you in favor of further tightening the asylum law?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",tensor(0.1471)
Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,"Should the federal government spend more or less in the area of ""Agriculture""?",tensor(0.1471)
Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,Should the protection against dismissal for older employees be extended?,tensor(0.1468)
"Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?",Should the export of war materials from Switzerland be banned? ,tensor(0.1468)
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,tensor(0.1466)
Should the expansion of the mobile network according to the 5G standard continue?,"Should the federal government spend more or less in the area of ""Social services""?",tensor(0.1466)
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Should Switzerland start membership negotiations with the EU?,tensor(0.1466)
Are you in favour of a complete liberalisation of business hours for shops?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,tensor(0.1462)
Should sans-papiers be able to obtain a regularized residence status more easily?,"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",tensor(0.1462)
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Should the federal government expand its financial support for continued education and retraining?,tensor(0.1461)
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,tensor(0.1461)
Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,"Should the federal government spend more or less in the area of ""Development assistance""?",tensor(0.1460)
Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,Are you in favour of a complete liberalisation of business hours for shops?,tensor(0.1458)
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Should campaign finance for political parties and referendums be openly declared?,tensor(0.1457)
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,tensor(0.1456)
"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,tensor(0.1455)
Should the requirements for naturalization be increased?,Should high traffic motorways be expanded to six lanes?,tensor(0.1455)
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,tensor(0.1453)
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should the expansion of the mobile network according to the 5G standard continue?,tensor(0.1453)
An initiative calls for Switzerland to stop using fossil fuels by 2050. Do you support this proposal?,Should high traffic motorways be expanded to six lanes?,tensor(0.1451)
Would you be in favour of a doctor being allowed to administer direct active euthanasia in Switzerland?,"Should the federal government spend more or less in the area of ""Public transport""?",tensor(0.1450)
Should sans-papiers be able to obtain a regularized residence status more easily?,Are you in favour of stricter monitoring of pay equity for women and men? ,tensor(0.1449)
Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",tensor(0.1449)
Should sans-papiers be able to obtain a regularized residence status more easily?,Should the expansion of the mobile network according to the 5G standard continue?,tensor(0.1446)
Should same-sex couples have the same rights as heterosexual couples in all areas?,Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,tensor(0.1445)
Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,Should campaign finance for political parties and referendums be openly declared?,tensor(0.1445)
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,tensor(0.1445)
Should the rules for reproductive medicine be further relaxed?,"Are you in favour of introducing ""Road Pricing"" for motorised individual transport on busy roads?",tensor(0.1444)
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,tensor(0.1444)
Should cannabis use be legalized?,"Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?",tensor(0.1443)
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""","Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",tensor(0.1443)
"In your opinion, is lowering taxes at the federal level a priority for the next four years?",Should Switzerland start membership negotiations with the EU?,tensor(0.1442)
Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,Should Switzerland start membership negotiations with the EU?,tensor(0.1436)
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Should the rules for reproductive medicine be further relaxed?,tensor(0.1436)
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",tensor(0.1436)
Would you be in favour of a doctor being allowed to administer direct active euthanasia in Switzerland?,Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,tensor(0.1436)
Should the federal government provide more financial support for the creation of childcare facilities outside the family?,An initiative calls for Switzerland to stop using fossil fuels by 2050. Do you support this proposal?,tensor(0.1435)
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",tensor(0.1433)
Should same-sex couples have the same rights as heterosexual couples in all areas?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,tensor(0.1433)
"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",Should the export of war materials from Switzerland be banned? ,tensor(0.1432)
Should same-sex couples have the same rights as heterosexual couples in all areas?,"Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",tensor(0.1431)
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","Should the federal government spend more or less in the area of ""Agriculture""?",tensor(0.1431)
"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",Should the protection against dismissal for older employees be extended?,tensor(0.1430)
Should same-sex couples have the same rights as heterosexual couples in all areas?,Are you in favour of lowering the voting age to 16?,tensor(0.1430)
Are you in favour of lowering the voting age to 16?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,tensor(0.1429)
Should cannabis use be legalized?,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",tensor(0.1428)
Should Switzerland start membership negotiations with the EU?,"Should the federal government spend more or less in the area of ""Public security""?",tensor(0.1428)
Should the federal government provide more support for renewable energies?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,tensor(0.1428)
Should the federal government expand its financial support for continued education and retraining?,Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,tensor(0.1427)
Should the protection against dismissal for older employees be extended?,Should Switzerland start membership negotiations with the EU?,tensor(0.1427)
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,"Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?",tensor(0.1427)
Should the export of war materials from Switzerland be banned? ,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",tensor(0.1426)
Should the federal government provide more support for the construction of non-profit housing? ,Should the expansion of the mobile network according to the 5G standard continue?,tensor(0.1425)
Should same-sex couples have the same rights as heterosexual couples in all areas?,Should the export of war materials from Switzerland be banned? ,tensor(0.1424)
Would you support the introduction of an opt-out solution of for organ donation?,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",tensor(0.1424)
Should Switzerland start membership negotiations with the EU?,"Should the federal government spend more or less in the area of ""Public transport""?",tensor(0.1423)
Should same-sex couples have the same rights as heterosexual couples in all areas?,"Should the federal government spend more or less in the area of ""Development assistance""?",tensor(0.1422)
Should campaign finance for political parties and referendums be openly declared?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",tensor(0.1422)
"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,tensor(0.1422)
"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,tensor(0.1422)
Should the federal government expand its financial support for continued education and retraining?,"Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",tensor(0.1420)
Would you support the introduction of an opt-out solution of for organ donation?,Should same-sex couples have the same rights as heterosexual couples in all areas?,tensor(0.1420)
Should the rules for reproductive medicine be further relaxed?,Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,tensor(0.1420)
An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,Should same-sex couples have the same rights as heterosexual couples in all areas?,tensor(0.1418)
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?","Should the federal government spend more or less in the area of ""Public transport""?",tensor(0.1418)
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,tensor(0.1417)
Should Switzerland start membership negotiations with the EU?,"Should the federal government spend more or less in the area of ""National defence""?",tensor(0.1414)
Should sans-papiers be able to obtain a regularized residence status more easily?,Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,tensor(0.1410)
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,Should the expansion of the mobile network according to the 5G standard continue?,tensor(0.1410)
"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",tensor(0.1409)
Are you in favour of a complete liberalisation of business hours for shops?,"Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",tensor(0.1407)
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""","Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",tensor(0.1406)
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,Should the protection against dismissal for older employees be extended?,tensor(0.1404)
"What is your position the following statement: ""Wealthy individuals should contribute more to the funding of the state.""",Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,tensor(0.1403)
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",tensor(0.1401)
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,An initiative calls for liability rules for Swiss companies with regard to compliance with human rights and environmental standards abroad to be tightened. Do you support this proposal?,tensor(0.1400)
Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,Should the rules for reproductive medicine be further relaxed?,tensor(0.1400)
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",tensor(0.1399)
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,Should the expansion of the mobile network according to the 5G standard continue?,tensor(0.1398)
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Should the rules for reproductive medicine be further relaxed?,tensor(0.1397)
"Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?",Should high traffic motorways be expanded to six lanes?,tensor(0.1397)
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""","In your opinion, is lowering taxes at the federal level a priority for the next four years?",tensor(0.1396)
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",tensor(0.1395)
"In your opinion, is lowering taxes at the federal level a priority for the next four years?",Should the export of war materials from Switzerland be banned? ,tensor(0.1395)
Should the requirements for naturalization be increased?,Are you in favour of stricter monitoring of pay equity for women and men? ,tensor(0.1394)
Should the expansion of the mobile network according to the 5G standard continue?,"Should the federal government spend more or less in the area of ""National defence""?",tensor(0.1392)
Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,"Should the federal government spend more or less in the area of ""Agriculture""?",tensor(0.1391)
Should the protection against dismissal for older employees be extended?,"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",tensor(0.1391)
Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,"Should the federal government spend more or less in the area of ""Social services""?",tensor(0.1390)
Should the protection against dismissal for older employees be extended?,"Should the federal government spend more or less in the area of ""Social services""?",tensor(0.1390)
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""","Should the federal government spend more or less in the area of ""Education and research""?",tensor(0.1389)
Would you support the introduction of an opt-out solution of for organ donation?,Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,tensor(0.1389)
Should the requirements for naturalization be increased?,Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,tensor(0.1388)
Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,Should the expansion of the mobile network according to the 5G standard continue?,tensor(0.1388)
"In your opinion, is lowering taxes at the federal level a priority for the next four years?",Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,tensor(0.1388)
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""","According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",tensor(0.1385)
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,tensor(0.1384)
Should the federal government expand its financial support for continued education and retraining?,"Are you in favour of introducing ""Road Pricing"" for motorised individual transport on busy roads?",tensor(0.1384)
Should sans-papiers be able to obtain a regularized residence status more easily?,"Should the federal government spend more or less in the area of ""Development assistance""?",tensor(0.1382)
Should the protection against dismissal for older employees be extended?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,tensor(0.1380)
Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,Are you in favour of lowering the voting age to 16?,tensor(0.1380)
Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",tensor(0.1379)
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Should the expansion of the mobile network according to the 5G standard continue?,tensor(0.1378)
Should the protection against dismissal for older employees be extended?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",tensor(0.1377)
Do you support an increase in the retirement age (e.g. to 67)?,Should the rules for reproductive medicine be further relaxed?,tensor(0.1377)
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?","Should the federal government spend more or less in the area of ""Education and research""?",tensor(0.1375)
Should the rules for reproductive medicine be further relaxed?,"Should the federal government spend more or less in the area of ""Public transport""?",tensor(0.1374)
Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,"Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",tensor(0.1373)
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Should the export of war materials from Switzerland be banned? ,tensor(0.1371)
Should the rules for reproductive medicine be further relaxed?,Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,tensor(0.1370)
Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,tensor(0.1369)
"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?","In your opinion, is lowering taxes at the federal level a priority for the next four years?",tensor(0.1365)
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""",Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,tensor(0.1362)
Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",tensor(0.1360)
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,Should Switzerland start membership negotiations with the EU?,tensor(0.1359)
Should the protection against dismissal for older employees be extended?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",tensor(0.1356)
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Should the federal government provide more support for renewable energies?,tensor(0.1356)
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Should high traffic motorways be expanded to six lanes?,tensor(0.1355)
"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",Should the export of war materials from Switzerland be banned? ,tensor(0.1354)
Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,Should the protection against dismissal for older employees be extended?,tensor(0.1353)
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",tensor(0.1352)
"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",tensor(0.1347)
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""",Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,tensor(0.1346)
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,Should same-sex couples have the same rights as heterosexual couples in all areas?,tensor(0.1346)
