Qu1,Qu2,Similarity,Type
Should the state guarantee a comprehensive public service offering also in rural regions?,Are you in favour of lowering the voting age to 16?,0.1792992800474167,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.1791706085205078,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"Should a third official gender be introduced alongside ""female"" and ""male""?",0.17914749681949615,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.17882616817951202,Real-Symmetric
Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.1787569522857666,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.17874860763549805,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.1786285787820816,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.178386852145195,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.17835325002670288,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"Should the federal government spend more or less in the area of ""National defence""?",0.17829841375350952,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.17814432084560394,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","Should the federal government spend more or less in the area of ""Social services""?",0.17814253270626068,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.17788419127464294,Real-Symmetric
Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.17779876291751862,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.17777523398399353,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?","What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.1776288002729416,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.17753930389881134,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.17749939858913422,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",0.1774258017539978,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.17736472189426422,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should direct payments only be granted to farmers with proof of ecological performance?,0.17717289924621582,Real-Symmetric
Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],"Should the federal government spend more or less in the area of ""Development assistance""?",0.17715001106262207,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.1768905222415924,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.17682762444019318,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.1764628142118454,Real-Symmetric
Should automatic facial recognition be banned in public spaces?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.17645420134067535,Real-Symmetric
Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.17615288496017456,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,0.17615151405334473,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.1761244684457779,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"Should the federal government spend more or less in the area of ""Social services""?",0.17609953880310059,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?","Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",0.1760329008102417,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.17598672211170197,Real-Symmetric
Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],"Should the federal government spend more or less in the area of ""Social services""?",0.17591091990470886,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"Should the federal government spend more or less in the area of ""Education and research""?",0.17584821581840515,Real-Symmetric
Should busy sections of highways be widened?,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.175716370344162,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.17568053305149078,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.1755301058292389,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.17552593350410461,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.17542056739330292,Real-Symmetric
Should automatic facial recognition be banned in public spaces?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.17537404596805573,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.17528195679187775,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.17520800232887268,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.1750643104314804,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.17491160333156586,Real-Symmetric
Should cannabis use be legalized? [BePart question],Are you in favour of lowering the voting age to 16?,0.17485246062278748,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.1747683435678482,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Are you in favor of closer relations with the European Union (EU)?,0.17465069890022278,Real-Symmetric
Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.17460042238235474,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.17456495761871338,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should cannabis use be legalized? [BePart question],0.17419856786727905,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.17413440346717834,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,0.17392198741436005,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Are you in favor of closer relations with the European Union (EU)?,0.17387568950653076,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.1738417148590088,Real-Symmetric
Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],"Should the federal government spend more or less in the area of ""Public security""?",0.17357303202152252,Real-Symmetric
Are you in favour of lowering the voting age to 16?,Should automatic facial recognition be banned in public spaces?,0.1735464483499527,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.17350897192955017,Real-Symmetric
Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.1733359843492508,Real-Symmetric
Are you in favor of closer relations with the European Union (EU)?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.17327961325645447,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"Should the federal government spend more or less in the area of ""Public transport""?",0.17325155436992645,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.17318607866764069,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?","What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.17313247919082642,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.17308251559734344,Real-Symmetric
Should cannabis use be legalized? [BePart question],"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.1730746328830719,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.17273972928524017,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.17272736132144928,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.17272715270519257,Real-Symmetric
Should automatic facial recognition be banned in public spaces?,"Should the federal government spend more or less in the area of ""Education and research""?",0.17264123260974884,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"Should a third official gender be introduced alongside ""female"" and ""male""?",0.17257703840732574,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,Should busy sections of highways be widened?,0.1724226325750351,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should busy sections of highways be widened?,0.17234061658382416,Real-Symmetric
Should direct payments only be granted to farmers with proof of ecological performance?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.17224350571632385,Real-Symmetric
"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.17206089198589325,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]","What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.1718508005142212,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Are you in favour of lowering the voting age to 16?,0.17181667685508728,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],"Should the federal government spend more or less in the area of ""National defence""?",0.1717495322227478,Real-Symmetric
Should cannabis use be legalized? [BePart question],"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.17172302305698395,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.17169331014156342,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Do you support tax cuts at the federal level over the next four years?,0.17158807814121246,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.17157678306102753,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.17155499756336212,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.1715235412120819,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should busy sections of highways be widened?,0.17150765657424927,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.17105549573898315,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.17093013226985931,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.17087234556674957,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.17078474164009094,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.1706678569316864,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.1706574261188507,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.1706225723028183,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.17054468393325806,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.17046529054641724,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Should busy sections of highways be widened?,0.17036829888820648,Real-Symmetric
Should cannabis use be legalized? [BePart question],Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.17032752931118011,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.17032255232334137,Real-Symmetric
Are you in favor of closer relations with the European Union (EU)?,"Should the federal government spend more or less in the area of ""Public transport""?",0.17017188668251038,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.1699882596731186,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.16994957625865936,Real-Symmetric
Should busy sections of highways be widened?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.16986145079135895,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,Should the Swiss Armed Forces expand their cooperation with NATO?,0.16984349489212036,Real-Symmetric
Should cannabis use be legalized? [BePart question],"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.1696709394454956,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Are you in favor of closer relations with the European Union (EU)?,0.16964270174503326,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?","Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.1695622205734253,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"Should the federal government spend more or less in the area of ""Public security""?",0.16941343247890472,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,Should the Swiss Armed Forces expand their cooperation with NATO?,0.1692163646221161,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.16914094984531403,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.16903388500213623,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",0.16898706555366516,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.1688215136528015,Real-Symmetric
Should automatic facial recognition be banned in public spaces?,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.16873116791248322,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Should direct payments only be granted to farmers with proof of ecological performance?,0.16861316561698914,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,Should direct payments only be granted to farmers with proof of ecological performance?,0.16856707632541656,Real-Symmetric
"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.16836705803871155,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.1683240532875061,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.16822604835033417,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.168148010969162,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.16808053851127625,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.1679997742176056,Real-Symmetric
"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]","Should the federal government spend more or less in the area of ""Development assistance""?",0.1679925173521042,Real-Symmetric
Should the state guarantee a comprehensive public service offering also in rural regions?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.1679784506559372,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.16774076223373413,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.16772393882274628,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the Swiss Armed Forces expand their cooperation with NATO?,0.16760464012622833,Real-Symmetric
Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.16746534407138824,Real-Symmetric
"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.16730929911136627,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.16726766526699066,Real-Symmetric
Should automatic facial recognition be banned in public spaces?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.16725900769233704,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Should the construction of new nuclear power plants in Switzerland be allowed again?,0.1672496199607849,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.1671566516160965,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.16715086996555328,Real-Symmetric
"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""","Should the federal government spend more or less in the area of ""National defence""?",0.1671065241098404,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.1670955866575241,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.167083278298378,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.16693338751792908,Real-Symmetric
Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],"Should the federal government spend more or less in the area of ""Agriculture""?",0.166787251830101,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.16677989065647125,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",0.16657188534736633,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.1665024608373642,Real-Symmetric
Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.16648022830486298,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.16645129024982452,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.16618703305721283,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.1661285161972046,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Should cannabis use be legalized? [BePart question],0.1660442352294922,Real-Symmetric
"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.1660049855709076,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.16599804162979126,Real-Symmetric
Should direct payments only be granted to farmers with proof of ecological performance?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.1659129559993744,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.16588091850280762,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.1657533049583435,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"Should the federal government spend more or less in the area of ""Social services""?",0.1656128168106079,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"Should the federal government spend more or less in the area of ""Public transport""?",0.1655835062265396,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.16528500616550446,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.1652558147907257,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.16525579988956451,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.16510391235351562,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.16508185863494873,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.16505903005599976,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.1650012731552124,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.16498951613903046,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.1649455577135086,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.1649187058210373,Real-Symmetric
