Qu1,Qu2,Distance,Type
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,"Should the federal government spend more or less in the area of ""National defence""?",0.6220466453565429,Real-Symmetric
"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]","Should the federal government spend more or less in the area of ""Social services""?",0.622090816908441,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","Should the federal government spend more or less in the area of ""Education and research""?",0.6221032725275226,Real-Symmetric
"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?","Should the federal government spend more or less in the area of ""Public security""?",0.6221241590828757,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""","Should the federal government spend more or less in the area of ""Development assistance""?",0.6221469610353234,Real-Symmetric
Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.6221524218830886,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should direct payments only be granted to farmers with proof of ecological performance?,0.6222195768110866,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.6222467815948912,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],"Should the federal government spend more or less in the area of ""Agriculture""?",0.622307221769848,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.6223159376974495,Real-Symmetric
Should automatic facial recognition be banned in public spaces?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.6223480227527484,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.6223559719286769,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should busy sections of highways be widened?,0.6223620055727452,Real-Symmetric
Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,"Should the federal government spend more or less in the area of ""Public security""?",0.6224919541539876,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.6224989439867247,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"Should the federal government spend more or less in the area of ""Public security""?",0.6225209662342177,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.6227488986097081,Real-Symmetric
"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?","Should the federal government spend more or less in the area of ""Development assistance""?",0.6227832583287328,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.6228239324260206,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],Should the Swiss Armed Forces expand their cooperation with NATO?,0.6228470915487072,Real-Symmetric
Should cannabis use be legalized? [BePart question],"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.6229236445041433,Real-Symmetric
"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?","Should the federal government spend more or less in the area of ""Education and research""?",0.6229238358747426,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.6232104430546695,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""National defence""?",0.6232787271880348,Real-Symmetric
"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?","Should the federal government spend more or less in the area of ""Social services""?",0.6234463454457964,Real-Symmetric
Should the state guarantee a comprehensive public service offering also in rural regions?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.6236360926770336,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.6236699256641918,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.6237310879884784,Real-Symmetric
Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.6237958752842202,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.6238019905515994,Real-Symmetric
Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,Should the Swiss Armed Forces expand their cooperation with NATO?,0.6238053348130905,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,"Should the federal government spend more or less in the area of ""Agriculture""?",0.6238225335889936,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.6238515793339106,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.6238709742592561,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.624091919199347,Real-Symmetric
Should automatic facial recognition be banned in public spaces?,"Should the federal government spend more or less in the area of ""Agriculture""?",0.6240931607786521,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should the federal government spend more or less in the area of ""Development assistance""?",0.6241392884745692,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should the state guarantee a comprehensive public service offering also in rural regions?,0.6244078692241537,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Are you in favor of closer relations with the European Union (EU)?,0.6244602733953628,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,Are you in favour of lowering the voting age to 16?,0.6244958751777419,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.624576997663324,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the Swiss Armed Forces expand their cooperation with NATO?,0.6245935071846521,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.6246248072756931,Real-Symmetric
"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?","Should the federal government spend more or less in the area of ""Development assistance""?",0.6246417926441816,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",0.6247028598166086,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.6247094432646495,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?","To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.6247897748249647,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,"Should the federal government spend more or less in the area of ""Agriculture""?",0.6248097130065651,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,0.624894705485921,Real-Symmetric
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""","Should the federal government spend more or less in the area of ""Social services""?",0.6249296148721962,Real-Symmetric
Should cannabis use be legalized? [BePart question],Should busy sections of highways be widened?,0.6249308547872122,Real-Symmetric
"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]","Should the federal government spend more or less in the area of ""Agriculture""?",0.6250575992745698,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.6251212956029483,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.6251753561069757,Real-Symmetric
Should cannabis use be legalized? [BePart question],Should the Swiss Armed Forces expand their cooperation with NATO?,0.6252050063559426,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Should the state guarantee a comprehensive public service offering also in rural regions?,0.6252462855506697,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?","Should the federal government spend more or less in the area of ""Development assistance""?",0.6252911843055906,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.6253325531282959,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.6253549521551721,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","Should the federal government spend more or less in the area of ""Social services""?",0.6253986994301326,Real-Symmetric
Should the state guarantee a comprehensive public service offering also in rural regions?,Are you in favor of closer relations with the European Union (EU)?,0.6254512111807314,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.6254571196680041,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"Should the federal government spend more or less in the area of ""Public transport""?",0.6255742296164811,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Should direct payments only be granted to farmers with proof of ecological performance?,0.6255782313591283,Real-Symmetric
"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?","Should the federal government spend more or less in the area of ""Education and research""?",0.6256578797685517,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.625699224346766,Real-Symmetric
Should direct payments only be granted to farmers with proof of ecological performance?,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.6257566640074588,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.6259595181291573,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.6259959868037372,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.6260169339068121,Real-Symmetric
"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?","Should the federal government spend more or less in the area of ""Agriculture""?",0.6260967169078029,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.6261197549756762,Real-Symmetric
"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?","Should the federal government spend more or less in the area of ""Public transport""?",0.6261415546808149,Real-Symmetric
Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,"Should the federal government spend more or less in the area of ""Agriculture""?",0.6262514935930604,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.6263099294529213,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.6263575116306171,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.6265569367958487,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.6266525356072499,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.6267221566076524,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?","Should the federal government spend more or less in the area of ""Agriculture""?",0.6267534454944855,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.6267749378673716,Real-Symmetric
Should direct payments only be granted to farmers with proof of ecological performance?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.6268645131839928,Real-Symmetric
Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,"Should the federal government spend more or less in the area of ""Education and research""?",0.6269257441450902,Real-Symmetric
Should busy sections of highways be widened?,"Should the federal government spend more or less in the area of ""Education and research""?",0.6269528397889246,Real-Symmetric
Should automatic facial recognition be banned in public spaces?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.626976892133716,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"Should the federal government spend more or less in the area of ""National defence""?",0.6270574084865778,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.6272931944356469,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.6273574238542289,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""Education and research""?",0.6274181317120486,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.6278045672024215,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.6278433970343608,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.6278459602884006,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.6278675101955762,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Should busy sections of highways be widened?,0.6278826041834815,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.6279659468414319,Real-Symmetric
"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.6280130239095948,Real-Symmetric
"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]","What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.6280597178378281,Real-Symmetric
"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""","Should the federal government spend more or less in the area of ""National defence""?",0.6282350737881658,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should busy sections of highways be widened?,0.628365420357824,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.6284146490357634,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.6285894318578573,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Are you in favor of closer relations with the European Union (EU)?,0.6286159816966619,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?",Should the state guarantee a comprehensive public service offering also in rural regions?,0.6286252738753303,Real-Symmetric
Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.6286381689161206,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,"Should the federal government spend more or less in the area of ""Agriculture""?",0.6287266255578523,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"Should the federal government spend more or less in the area of ""Agriculture""?",0.6289517403967071,Real-Symmetric
"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?","Should the federal government spend more or less in the area of ""National defence""?",0.6289581846035047,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.6289645339779789,Real-Symmetric
"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]","Should the federal government spend more or less in the area of ""Development assistance""?",0.6289914470327627,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Are you in favor of closer relations with the European Union (EU)?,0.6290001650993482,Real-Symmetric
Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.6290258447889686,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.6290362679800953,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.6290681997724132,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.6290717055381033,Real-Symmetric
Should busy sections of highways be widened?,Are you in favor of closer relations with the European Union (EU)?,0.6291362270882215,Real-Symmetric
Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,"Should the federal government spend more or less in the area of ""Agriculture""?",0.6291556485792368,Real-Symmetric
Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.6291618064877913,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.629283057640682,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should a third official gender be introduced alongside ""female"" and ""male""?",0.629307305067827,Real-Symmetric
"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.6293441480027968,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.6293534294303498,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"Should the federal government spend more or less in the area of ""Public transport""?",0.629371044824592,Real-Symmetric
Should automatic facial recognition be banned in public spaces?,"Should the federal government spend more or less in the area of ""Education and research""?",0.6294089257227125,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",Are you in favour of lowering the voting age to 16?,0.6294364826435453,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,"Should the federal government spend more or less in the area of ""Education and research""?",0.6295675272275536,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.6295733024089245,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,"Should the federal government spend more or less in the area of ""Public transport""?",0.6296296313177786,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.6300871761497292,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.6301077034636002,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Should the Swiss Armed Forces expand their cooperation with NATO?,0.6301100683185527,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"Should the federal government spend more or less in the area of ""Social services""?",0.6303093464081702,Real-Symmetric
Should direct payments only be granted to farmers with proof of ecological performance?,"Should the federal government spend more or less in the area of ""Public transport""?",0.6304011614754913,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,"Should the federal government spend more or less in the area of ""Public transport""?",0.6304905997535281,Real-Symmetric
"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.6305198109877553,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,"Should the federal government spend more or less in the area of ""National defence""?",0.6305828610453705,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Should the state guarantee a comprehensive public service offering also in rural regions?,0.6306255840378203,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.6306457157721095,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.6307227397142902,Real-Symmetric
Should direct payments only be granted to farmers with proof of ecological performance?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.6307250077614248,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.6308491708975443,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.6308609811862776,Real-Symmetric
Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.6309037798202508,Real-Symmetric
Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],"Should the federal government spend more or less in the area of ""Agriculture""?",0.6309125659355722,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.6309739708526935,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.6309799220885379,Real-Symmetric
Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.6310884514492016,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.6311145183851083,Real-Symmetric
"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""","Should the federal government spend more or less in the area of ""Education and research""?",0.6311403009256458,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.6312811891008034,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"Should the federal government spend more or less in the area of ""Education and research""?",0.6313070592491908,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.6313221654149246,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.6313236760116179,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.6313318898178779,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.6314605588337809,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?","To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.631466977437744,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,"Should the federal government spend more or less in the area of ""National defence""?",0.6314960491210867,Real-Symmetric
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""","Should the federal government spend more or less in the area of ""Public transport""?",0.6315083192351337,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.6315278565400901,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.6316629966119255,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.6318081078746034,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.6318687654483861,Real-Symmetric
